animationId,family,currentStatus,gate,timingStatus,sandboxStatus,packageStatus,dependencies,evidence,notes,candidateOnly,deployable,productionRoster
turn_side_switch_compatibility,facing_transition,candidate_motion,awaiting_human_turn_side_switch_live_review,candidate_12_ticks_non_authoritative,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/status/turn-side-switch-compatibility-v1.status.json|tools/nga-forge/production/characters/swahili/reports/animation-coverage-completion-v1/turn-side-switch-compatibility-v1/turn-side-switch-compatibility-v1.motion-review.md,,True,False,False
air_dash_forward,air_mobility,approved_motion,approved_current_sandbox_baseline_production_balance_pending,approved_sandbox_baseline_12_ticks_non_production_balance,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/air-mobility-v1.approval.json|tools/nga-forge/production/characters/swahili/status/air-dash-motion-v1.status.json,,True,False,False
air_dash_backward,air_mobility,approved_motion,approved_current_sandbox_baseline_production_balance_pending,approved_sandbox_baseline_12_ticks_non_production_balance,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/air-mobility-v1.approval.json|tools/nga-forge/production/characters/swahili/status/air-dash-side-switch-v2.status.json,,True,False,False
jump_anticipation,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
jump_takeoff,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
jump_rising,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
jump_apex,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
falling,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
soft_landing,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
attack_landing_recovery,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
hard_landing_compatibility,jump_fall_landing,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_motion_spacing_reference_simulation_trajectory_owned,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-key-poses-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/jump-fall-landing-connectors-v1.approval.json|tools/nga-forge/production/characters/swahili/motion/jump-fall-landing-connectors-v1.approved.synchronization.json,,True,False,False
standing_block,defense_reaction,approved_motion,approved_current_sandbox_baseline,incoming_combat_state_owned_candidate_timing,isolated_swahili_sandbox,candidate_animation_package_compiled,,tools/nga-forge/production/characters/swahili/approvals/defense-reaction-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/defense-reaction-v1.in-game.approval.json,,True,False,False
crouching_block,defense_reaction,approved_motion,approved_current_sandbox_baseline,incoming_combat_state_owned_candidate_timing,isolated_swahili_sandbox,candidate_animation_package_compiled,,tools/nga-forge/production/characters/swahili/approvals/defense-reaction-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/defense-reaction-v1.in-game.approval.json,,True,False,False
light_hit_reaction,defense_reaction,approved_motion,approved_current_sandbox_baseline,incoming_combat_state_owned_candidate_timing,isolated_swahili_sandbox,candidate_animation_package_compiled,,tools/nga-forge/production/characters/swahili/approvals/defense-reaction-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/defense-reaction-v1.in-game.approval.json,,True,False,False
heavy_hit_reaction,defense_reaction,approved_motion,approved_current_sandbox_baseline,incoming_combat_state_owned_candidate_timing,isolated_swahili_sandbox,candidate_animation_package_compiled,,tools/nga-forge/production/characters/swahili/approvals/defense-reaction-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/defense-reaction-v1.in-game.approval.json,,True,False,False
launch_reaction,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
airborne_tumble,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
ground_impact,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
face_up_knockdown,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
hard_knockdown,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
wake_up_startup,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
neutral_get_up,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
landing_from_launch,knockdown_recovery,approved_motion,approved_motion_sandbox_integration_candidate_only,approved_artwork_motion_sandbox_cursor_non_production,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/knockdown-recovery-motion-v1.approved.status.json,,True,False,False
face_down_knockdown_if_required,knockdown_recovery,not_applicable,no_current_move_contract_requires_face_down_variant,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json,Re-open only if an approved combat result requires a face-down branch.,True,False,False
wall_bounce_reaction,knockdown_recovery,blocked_combat_design,wall_bounce_result_and_variant_requirement_pending,not_authored,not_integrated,not_compiled,approved_wall_bounce_combat_result,tools/nga-forge/production/characters/swahili/character.lock.json,,True,False,False
ground_bounce_reaction,knockdown_recovery,blocked_combat_design,ground_bounce_result_and_variant_requirement_pending,not_authored,not_integrated,not_compiled,approved_ground_bounce_combat_result,tools/nga-forge/production/characters/swahili/character.lock.json,,True,False,False
soft_knockdown,knockdown_recovery,blocked_combat_design,soft_knockdown_result_pending_move_contract,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json,,True,False,False
quick_recovery,knockdown_recovery,blocked_combat_design,recovery_option_and_timing_pending,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json,,True,False,False
delayed_recovery,knockdown_recovery,blocked_combat_design,recovery_option_and_timing_pending,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json,,True,False,False
throw_result_knockdown_compatibility,knockdown_recovery,candidate_motion,awaiting_throw_result_and_corner_gameplay_review,not_authored,isolated_swahili_sandbox,not_compiled,universal_forward_throw|universal_backward_throw|command_grab,tools/nga-forge/production/characters/swahili/approvals/knockdown-recovery-motion-v1.approval.json|NO_GODS_ABOVE/engine_v2/tests/swahili_knockdown_recovery_v1.test.js,,True,False,False
standing_light,normal_attack,approved_motion,approved_current_production_baseline_with_polish_debt,approved_12_ticks,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/standing-light-motion-v1.baseline-with-polish-debt.approval.json,Standing Heavy remains the visual-quality benchmark.,True,False,False
standing_medium,normal_attack,candidate_key_poses,awaiting_human_standing_medium_v3_key_pose_review,not_authored_for_v3,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/status/standing-medium-identity-v3.status.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/standing-medium-identity-v3/standing-medium-v3-key-pose-review.md,V3 supersedes the rejected longer-light/rising-knee direction for current review.,True,False,False
standing_heavy,normal_attack,approved_motion,approved_production_baseline,authoritative_75_ticks_60hz,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/standing-heavy-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/approvals/standing-heavy-combat-profile-v1.approval.json,,True,False,False
crouching_light,normal_attack,approved_motion,approved_current_production_baseline,authoritative_17_ticks_60hz,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/approvals/crouching-light-motion-v1.approval.json,,True,False,False
crouching_medium,normal_attack,candidate_motion,awaiting_human_crouching_medium_motion_review,candidate_20_or_24_ticks_non_authoritative,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/status/crouching-medium-motion-v1.status.json,,True,False,False
crouching_heavy,normal_attack,candidate_motion,awaiting_human_crouching_heavy_motion_review,candidate_32_or_40_ticks_non_authoritative,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/status/crouching-heavy-motion-v1.status.json,Sweep knockdown result is not authoritative.,True,False,False
forward_normal_light,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,forward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
forward_normal_medium,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,forward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
forward_normal_heavy,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,forward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
backward_normal_light,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,backward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
backward_normal_medium,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,backward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
backward_normal_heavy,normal_attack,blocked_combat_design,approve_move_design_then_author_key_poses,not_authored,not_integrated,not_compiled,backward_directional_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
air_light,normal_attack,blocked_combat_design,approve_air_normal_design_then_author_key_poses,not_authored,not_integrated,not_compiled,air_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
air_medium,normal_attack,blocked_combat_design,approve_air_normal_design_then_author_key_poses,not_authored,not_integrated,not_compiled,air_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
air_heavy,normal_attack,blocked_combat_design,approve_air_normal_design_then_author_key_poses,not_authored,not_integrated,not_compiled,air_normals_family_concept_approval,tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/attack-animation-audit-v1.md|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,,True,False,False
special_neutral_light,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,pistol_pressure_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_neutral_medium,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,pistol_pressure_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_neutral_heavy,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,pistol_pressure_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_backward_light,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,scythe_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_backward_medium,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,scythe_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_backward_heavy,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,scythe_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_forward_light,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,advancing_weapon_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_forward_medium,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,advancing_weapon_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_forward_heavy,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,advancing_weapon_control_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_up_light,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,anti_air_upward_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_up_medium,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,anti_air_upward_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_up_heavy,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,anti_air_upward_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_down_light,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,low_control_sweep_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_down_medium,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,low_control_sweep_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
special_down_heavy,core_special,blocked_combat_design,approve_five_core_family_concepts_before_variant_key_poses,not_authored,not_integrated,not_compiled,low_control_sweep_family_approval,tools/nga-forge/production/characters/swahili/character.lock.json|tools/nga-forge/production/characters/swahili/reports/attack-animation-cleanup-v1/prioritized-rebuild-queue-v1.json,"L/M/H must be intentional variants of one approved family, not unrelated moves.",True,False,False
universal_grab_attempt,throw_grab,approved_motion,awaiting_human_grab_combat_timing_and_balance_review,candidate_non_authoritative_package_timing,preview_only,candidate_animation_package_unlisted_from_active_bundle,,tools/nga-forge/production/characters/swahili/approvals/grab-throw-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
universal_forward_throw,throw_grab,approved_motion,awaiting_human_grab_combat_timing_and_balance_review,candidate_non_authoritative_package_timing,preview_only,candidate_animation_package_unlisted_from_active_bundle,,tools/nga-forge/production/characters/swahili/approvals/grab-throw-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
universal_backward_throw,throw_grab,approved_motion,awaiting_human_grab_combat_timing_and_balance_review,candidate_non_authoritative_package_timing,preview_only,candidate_animation_package_unlisted_from_active_bundle,,tools/nga-forge/production/characters/swahili/approvals/grab-throw-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
command_grab,throw_grab,approved_motion,awaiting_combat_timing_runtime_balance,selected_0_8x_motion_reference_non_authoritative,isolated_swahili_sandbox,existing_candidate_package_is_stale_and_requires_rebuild_from_approved_v1_motion,,tools/nga-forge/production/characters/swahili/approvals/command-grab-motion-v1.approval.json|tools/nga-forge/production/characters/swahili/status/command-grab-motion-v1.approved.status.json,,True,False,False
throw_whiff,throw_grab,candidate_motion,awaiting_throw_whiff_gameplay_review,candidate_universal_grab_attempt_recovery,preview_only,candidate_package,,tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
throw_tech,throw_grab,blocked_combat_design,throw_tech_window_result_and_animation_direction_pending,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
command_grab_victim_fall,throw_grab,candidate_motion,awaiting_human_command_grab_victim_fall_gameplay_review,candidate_sandbox_victim_timing,isolated_swahili_sandbox,not_compiled,,tools/nga-forge/production/characters/swahili/status/command-grab-victim-fall-v1.status.json,,True,False,False
throw_corner_behavior,throw_grab,blocked_combat_design,forward_backward_command_throw_corner_results_pending,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,,True,False,False
unsupported_victim_variants,throw_grab,blocked_combat_design,small_large_non_humanoid_and_extreme_variant_requirements_pending,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/packages/grab-throw-v1/operation-status.json,Arbitrary whole-sprite runtime scaling is prohibited.,True,False,False
super,cinematic_or_meta,not_applicable,explicitly_out_of_scope_for_swahili_moveset_goal_v1,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/production-entry.json,Requires a new explicitly authorized Goal.,True,False,False
ultimate,cinematic_or_meta,not_applicable,explicitly_out_of_scope_for_swahili_moveset_goal_v1,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/production-entry.json,Requires a new explicitly authorized Goal.,True,False,False
intro,cinematic_or_meta,not_applicable,explicitly_out_of_scope_for_swahili_moveset_goal_v1,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/production-entry.json,Requires a new explicitly authorized Goal.,True,False,False
victory,cinematic_or_meta,not_applicable,explicitly_out_of_scope_for_swahili_moveset_goal_v1,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/production-entry.json,Requires a new explicitly authorized Goal.,True,False,False
round_finisher,cinematic_or_meta,not_applicable,explicitly_out_of_scope_for_swahili_moveset_goal_v1,not_authored,not_integrated,not_compiled,,tools/nga-forge/production/characters/swahili/production-entry.json,Requires a new explicitly authorized Goal.,True,False,False
